주문번호,주문일,회원등급,카테고리,수량,가격,단가,쿠폰사용,주문금액,총할인율,할인금액,배송비,최종결제금액,주문규모,월
ORD256,2024-01-09,실버,가전,1.0,48000,48000,True,48000.0,8,3840.0,0,44160.0,소형,1
ORD257,2024-04-04,일반,식품,1.0,99000,99000,False,99000.0,0,0.0,0,99000.0,중형,4
ORD258,2024-04-07,일반,식품,4.0,99000,99000,False,396000.0,0,0.0,0,396000.0,대형,4
ORD259,2024-05-30,일반,가전,5.0,5000,5000,False,25000.0,0,0.0,3000,28000.0,소형,5
ORD260,2024-02-04,일반,도서,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,2
ORD261,2024-01-13,일반,식품,2.0,12000,12000,False,24000.0,0,0.0,3000,27000.0,소형,1
ORD262,2024-01-05,VIP,식품,3.0,25000,25000,False,75000.0,10,7500.0,0,67500.0,중형,1
ORD263,2024-02-14,골드,도서,2.0,12000,12000,False,24000.0,5,1200.0,3000,25800.0,소형,2
ORD264,2024-02-25,일반,식품,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,2
ORD265,2024-01-21,일반,도서,3.0,12000,12000,False,36000.0,0,0.0,0,36000.0,소형,1
ORD266,2024-02-13,VIP,뷰티,3.0,48000,48000,False,144000.0,10,14400.0,0,129600.0,중형,2
ORD267,2024-06-26,실버,식품,5.0,99000,99000,False,495000.0,3,14850.0,0,480150.0,대형,6
ORD268,2024-01-19,일반,뷰티,4.0,99000,99000,True,396000.0,5,19800.0,0,376200.0,대형,1
ORD269,2024-05-29,일반,도서,5.0,48000,48000,True,240000.0,5,12000.0,0,228000.0,대형,5
ORD270,2024-06-27,일반,의류,5.0,48000,48000,True,240000.0,5,12000.0,0,228000.0,대형,6
ORD271,2024-05-01,실버,가전,2.0,99000,99000,False,198000.0,3,5940.0,0,192060.0,중형,5
ORD272,2024-05-30,실버,가전,3.0,5000,5000,False,15000.0,3,450.0,3000,17550.0,소형,5
ORD273,2024-01-19,실버,식품,1.0,12000,12000,False,12000.0,3,360.0,3000,14640.0,소형,1
ORD274,2024-04-13,골드,도서,2.0,48000,48000,False,96000.0,5,4800.0,0,91200.0,중형,4
ORD275,2024-01-06,일반,의류,2.0,25000,25000,False,50000.0,0,0.0,0,50000.0,중형,1
ORD276,2024-05-13,실버,도서,3.0,48000,48000,True,144000.0,8,11520.0,0,132480.0,중형,5
ORD277,2024-03-11,VIP,뷰티,4.0,12000,12000,False,48000.0,10,4800.0,0,43200.0,소형,3
ORD278,2024-06-06,일반,도서,2.0,12000,12000,True,24000.0,5,1200.0,3000,25800.0,소형,6
ORD279,2024-05-24,일반,가전,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,5
ORD280,2024-06-19,실버,의류,2.0,99000,99000,False,198000.0,3,5940.0,0,192060.0,중형,6
ORD281,2024-06-23,일반,가전,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,6
ORD282,2024-03-09,VIP,의류,4.0,25000,25000,True,100000.0,15,15000.0,0,85000.0,중형,3
ORD283,2024-04-12,일반,도서,1.0,25000,25000,True,25000.0,5,1250.0,3000,26750.0,소형,4
ORD284,2024-05-20,일반,가전,1.0,5000,5000,True,5000.0,5,250.0,3000,7750.0,소형,5
ORD285,2024-02-24,VIP,도서,3.0,48000,48000,False,144000.0,10,14400.0,0,129600.0,중형,2
ORD286,2024-03-29,일반,도서,2.0,99000,99000,False,198000.0,0,0.0,0,198000.0,중형,3
ORD287,2024-04-01,골드,가전,1.0,99000,99000,False,99000.0,5,4950.0,0,94050.0,중형,4
ORD288,2024-01-17,일반,식품,2.0,48000,48000,False,96000.0,0,0.0,0,96000.0,중형,1
ORD289,2024-05-04,일반,뷰티,3.0,12000,12000,True,36000.0,5,1800.0,0,34200.0,소형,5
ORD290,2024-05-13,일반,뷰티,1.0,25000,25000,False,25000.0,0,0.0,3000,28000.0,소형,5
ORD291,2024-04-14,일반,가전,3.0,48000,48000,False,144000.0,0,0.0,0,144000.0,중형,4
ORD292,2024-04-03,일반,뷰티,3.0,99000,99000,False,297000.0,0,0.0,0,297000.0,대형,4
ORD293,2024-03-14,일반,도서,3.0,5000,5000,False,15000.0,0,0.0,3000,18000.0,소형,3
ORD294,2024-06-21,일반,의류,5.0,48000,48000,True,240000.0,5,12000.0,0,228000.0,대형,6
ORD295,2024-02-09,VIP,도서,3.0,12000,12000,False,36000.0,10,3600.0,0,32400.0,소형,2
ORD296,2024-05-10,VIP,식품,4.0,48000,48000,False,192000.0,10,19200.0,0,172800.0,중형,5
ORD297,2024-02-07,실버,의류,5.0,99000,99000,True,495000.0,8,39600.0,0,455400.0,대형,2
ORD298,2024-03-27,VIP,식품,3.0,48000,48000,True,144000.0,15,21600.0,0,122400.0,중형,3
ORD299,2024-02-16,골드,뷰티,3.0,48000,48000,False,144000.0,5,7200.0,0,136800.0,중형,2
ORD300,2024-01-10,일반,도서,3.0,25000,25000,False,75000.0,0,0.0,0,75000.0,중형,1
